Jahr;Jahr segment;Monat;;Sonnenflecken
1954;1.954.707;9;;  11.4
1954;1.954.790;10;;  11.6
1954;1.954.874;11;;  13.8
1954;1.954.958;12;;  17.4
1955;1.955.042;1;;  20.5
1955;1.955.123;2;;  23.7
1955;1.955.204;3;;  28.0
1955;1.955.288;4;;  33.5
1955;1.955.371;5;;  41.2
1955;1.955.455;6;;  50.0
1955;1.955.538;7;;  57.0
1955;1.955.623;8;;  66.0
1955;1.955.707;9;;  78.8
1955;1.955.790;10;;  91.3
1955;1.955.874;11;; 103.5
1955;1.955.958;12;; 114.8
1956;1.956.042;1;; 125.8
1956;1.956.124;2;; 139.4
1956;1.956.206;3;; 154.7
1956;1.956.290;4;; 168.1
1956;1.956.373;5;; 180.4
1956;1.956.456;6;; 193.9
1956;1.956.540;7;; 206.1
1956;1.956.624;8;; 211.8
1956;1.956.708;9;; 214.5
1956;1.956.791;10;; 220.6
1956;1.956.874;11;; 226.0
1956;1.956.958;12;; 232.7
1957;1.957.042;1;; 241.1
1957;1.957.123;2;; 243.8
1957;1.957.204;3;; 246.8
1957;1.957.288;4;; 256.3
1957;1.957.371;5;; 262.7
1957;1.957.455;6;; 266.1
1957;1.957.538;7;; 271.1
1957;1.957.623;8;; 275.3
1957;1.957.707;9;; 279.3
1957;1.957.790;10;; 282.5
1957;1.957.874;11;; 284.4
1957;1.957.958;12;; 283.3
1958;1.958.042;1;; 281.8
1958;1.958.123;2;; 284.5
1958;1.958.204;3;; 285.0
1958;1.958.288;4;; 278.7
1958;1.958.371;5;; 271.0
1958;1.958.455;6;; 264.5
1958;1.958.538;7;; 262.3
1958;1.958.623;8;; 261.9
1958;1.958.707;9;; 260.3
1958;1.958.790;10;; 258.1
1958;1.958.874;11;; 255.9
1958;1.958.958;12;; 255.6
1959;1.959.042;1;; 252.9
1959;1.959.123;2;; 250.4
1959;1.959.204;3;; 247.1
1959;1.959.288;4;; 239.7
1959;1.959.371;5;; 233.9
1959;1.959.455;6;; 228.5
1959;1.959.538;7;; 220.6
1959;1.959.623;8;; 214.2
1959;1.959.707;9;; 207.1
1959;1.959.790;10;; 199.7
1959;1.959.874;11;; 194.2
1959;1.959.958;12;; 187.6
1960;1.960.042;1;; 182.5
1960;1.960.124;2;; 177.0
1960;1.960.206;3;; 172.1
1960;1.960.290;4;; 169.4
1960;1.960.373;5;; 165.7
1960;1.960.456;6;; 161.3
1960;1.960.540;7;; 153.8
1960;1.960.624;8;; 145.0
1960;1.960.708;9;; 138.6
1960;1.960.791;10;; 132.1
1960;1.960.874;11;; 124.5
1960;1.960.958;12;; 118.5
1961;1.961.042;1;; 113.6
1961;1.961.123;2;; 105.9
1961;1.961.204;3;;  97.5
1961;1.961.288;4;;  91.1
1961;1.961.371;5;;  85.1
1961;1.961.455;6;;  79.1
1961;1.961.538;7;;  75.3
1961;1.961.623;8;;  74.4
1961;1.961.707;9;;  74.3
1961;1.961.790;10;;  73.0
1961;1.961.874;11;;  71.7
1961;1.961.958;12;;  69.1
1962;1.962.042;1;;  64.2
1962;1.962.123;2;;  59.4
1962;1.962.204;3;;  56.7
1962;1.962.288;4;;  56.1
1962;1.962.371;5;;  55.9
1962;1.962.455;6;;  54.6
1962;1.962.538;7;;  52.5
1962;1.962.623;8;;  49.8
1962;1.962.707;9;;  46.7
1962;1.962.790;10;;  44.0
1962;1.962.874;11;;  42.9
1962;1.962.958;12;;  42.6
1963;1.963.042;1;;  42.1
1963;1.963.123;2;;  42.6
1963;1.963.204;3;;  42.6
1963;1.963.288;4;;  41.6
1963;1.963.371;5;;  41.1
1963;1.963.455;6;;  40.4
1963;1.963.538;7;;  39.7
1963;1.963.623;8;;  39.0
1963;1.963.707;9;;  38.6
1963;1.963.790;10;;  37.4
1963;1.963.874;11;;  34.2
1963;1.963.958;12;;  30.7
1964;1.964.042;1;;  28.1
1964;1.964.124;2;;  25.7
1964;1.964.206;3;;  22.3
1964;1.964.290;4;;  18.6
1964;1.964.373;5;;  16.0
1964;1.964.456;6;;  15.0
1964;1.964.540;7;;  15.2
1964;1.964.624;8;;  15.1
1964;1.964.708;9;;  14.6
1964;1.964.791;10;;  14.3
1964;1.964.874;11;;  15.0
1964;1.964.958;12;;  16.2
1965;1.965.042;1;;  17.2
1965;1.965.123;2;;  17.7
1965;1.965.204;3;;  18.4
1965;1.965.288;4;;  19.9
1965;1.965.371;5;;  21.2
1965;1.965.455;6;;  21.8
1965;1.965.538;7;;  22.6
1965;1.965.623;8;;  23.8
1965;1.965.707;9;;  25.2
1965;1.965.790;10;;  28.4
1965;1.965.874;11;;  32.1
1965;1.965.958;12;;  35.2
1966;1.966.042;1;;  39.7
1966;1.966.123;2;;  44.8
1966;1.966.204;3;;  49.2
1966;1.966.288;4;;  53.3
1966;1.966.371;5;;  57.9
1966;1.966.455;6;;  63.4
1966;1.966.538;7;;  71.4
1966;1.966.623;8;;  80.3
1966;1.966.707;9;;  89.5
1966;1.966.790;10;;  95.8
1966;1.966.874;11;;  99.4
1966;1.966.958;12;; 103.0
1967;1.967.042;1;; 106.2
1967;1.967.123;2;; 111.6
1967;1.967.204;3;; 116.5
1967;1.967.288;4;; 119.8
1967;1.967.371;5;; 123.9
1967;1.967.455;6;; 129.4
1967;1.967.538;7;; 133.3
1967;1.967.623;8;; 135.0
1967;1.967.707;9;; 134.9
1967;1.967.790;10;; 134.5
1967;1.967.874;11;; 137.6
1967;1.967.958;12;; 142.5
1968;1.968.042;1;; 145.3
1968;1.968.124;2;; 145.7
1968;1.968.206;3;; 148.2
1968;1.968.290;4;; 151.8
1968;1.968.373;5;; 152.4
1968;1.968.456;6;; 150.9
1968;1.968.540;7;; 148.9
1968;1.968.624;8;; 148.4
1968;1.968.708;9;; 151.5
1968;1.968.791;10;; 155.5
1968;1.968.874;11;; 156.6
1968;1.968.958;12;; 156.0
1969;1.969.042;1;; 155.7
1969;1.969.123;2;; 155.1
1969;1.969.204;3;; 152.9
1969;1.969.288;4;; 150.7
1969;1.969.371;5;; 150.4
1969;1.969.455;6;; 150.1
1969;1.969.538;7;; 149.9
1969;1.969.623;8;; 150.7
1969;1.969.707;9;; 149.2
1969;1.969.790;10;; 147.4
1969;1.969.874;11;; 148.0
1969;1.969.958;12;; 148.5
1970;1.970.042;1;; 149.5
1970;1.970.123;2;; 150.1
1970;1.970.204;3;; 150.3
1970;1.970.288;4;; 150.3
1970;1.970.371;5;; 149.8
1970;1.970.455;6;; 149.1
1970;1.970.538;7;; 147.0
1970;1.970.623;8;; 143.0
1970;1.970.707;9;; 137.6
1970;1.970.790;10;; 132.9
1970;1.970.874;11;; 126.5
1970;1.970.958;12;; 119.0
1971;1.971.042;1;; 113.8
1971;1.971.123;2;; 110.1
1971;1.971.204;3;; 105.3
1971;1.971.288;4;; 100.4
1971;1.971.371;5;;  96.5
1971;1.971.455;6;;  94.5
1971;1.971.538;7;;  92.7
1971;1.971.623;8;;  91.5
1971;1.971.707;9;;  93.2
1971;1.971.790;10;;  93.8
1971;1.971.874;11;;  94.7
1971;1.971.958;12;;  98.3
1972;1.972.042;1;; 100.3
1972;1.972.124;2;; 100.9
1972;1.972.206;3;; 102.6
1972;1.972.290;4;; 104.0
1972;1.972.373;5;; 103.3
1972;1.972.456;6;;  99.9
1972;1.972.540;7;;  96.6
1972;1.972.624;8;;  92.9
1972;1.972.708;9;;  88.2
1972;1.972.791;10;;  85.9
1972;1.972.874;11;;  83.3
1972;1.972.958;12;;  78.2
1973;1.973.042;1;;  72.3
1973;1.973.123;2;;  66.1
1973;1.973.204;3;;  62.8
1973;1.973.288;4;;  60.8
1973;1.973.371;5;;  57.9
1973;1.973.455;6;;  55.6
1973;1.973.538;7;;  53.4
1973;1.973.623;8;;  51.4
1973;1.973.707;9;;  49.0
1973;1.973.790;10;;  46.6
1973;1.973.874;11;;  45.4
1973;1.973.958;12;;  45.0
1974;1.974.042;1;;  46.8
1974;1.974.123;2;;  49.1
1974;1.974.204;3;;  48.5
1974;1.974.288;4;;  48.3
1974;1.974.371;5;;  49.4
1974;1.974.455;6;;  49.3
1974;1.974.538;7;;  48.6
1974;1.974.623;8;;  47.3
1974;1.974.707;9;;  45.8
1974;1.974.790;10;;  43.2
1974;1.974.874;11;;  39.3
1974;1.974.958;12;;  36.1
1975;1.975.042;1;;  33.0
1975;1.975.123;2;;  31.8
1975;1.975.204;3;;  30.6
1975;1.975.288;4;;  26.8
1975;1.975.371;5;;  24.2
1975;1.975.455;6;;  23.2
1975;1.975.538;7;;  21.8
1975;1.975.623;8;;  20.7
1975;1.975.707;9;;  20.9
1975;1.975.790;10;;  22.3
1975;1.975.874;11;;  23.3
1975;1.975.958;12;;  23.6
1976;1.976.042;1;;  22.1
1976;1.976.124;2;;  19.2
1976;1.976.206;3;;  17.8
1976;1.976.290;4;;  18.4
1976;1.976.373;5;;  18.3
1976;1.976.456;6;;  17.9
1976;1.976.540;7;;  18.8
1976;1.976.624;8;;  20.5
1976;1.976.708;9;;  20.8
1976;1.976.791;10;;  19.7
1976;1.976.874;11;;  19.7
1976;1.976.958;12;;  21.6
1977;1.977.042;1;;  24.3
1977;1.977.123;2;;  26.3
1977;1.977.204;3;;  28.8
1977;1.977.288;4;;  31.9
1977;1.977.371;5;;  34.7
1977;1.977.455;6;;  37.7
1977;1.977.538;7;;  41.4
1977;1.977.623;8;;  47.6
1977;1.977.707;9;;  55.8
1977;1.977.790;10;;  64.8
1977;1.977.874;11;;  73.7
1977;1.977.958;12;;  80.7
1978;1.978.042;1;;  86.9
1978;1.978.123;2;;  91.5
1978;1.978.204;3;;  98.7
1978;1.978.288;4;; 109.0
1978;1.978.371;5;; 117.8
1978;1.978.455;6;; 126.6
1978;1.978.538;7;; 138.0
1978;1.978.623;8;; 147.3
1978;1.978.707;9;; 153.6
1978;1.978.790;10;; 157.3
1978;1.978.874;11;; 160.4
1978;1.978.958;12;; 166.7
1979;1.979.042;1;; 175.2
1979;1.979.123;2;; 185.4
1979;1.979.204;3;; 193.3
1979;1.979.288;4;; 199.9
1979;1.979.371;5;; 208.5
1979;1.979.455;6;; 216.7
1979;1.979.538;7;; 219.5
1979;1.979.623;8;; 220.1
1979;1.979.707;9;; 220.4
1979;1.979.790;10;; 223.4
1979;1.979.874;11;; 229.8
1979;1.979.958;12;; 232.9
1980;1.980.042;1;; 232.0
1980;1.980.124;2;; 230.2
1980;1.980.206;3;; 227.9
1980;1.980.290;4;; 224.6
1980;1.980.373;5;; 221.3
1980;1.980.456;6;; 219.1
1980;1.980.540;7;; 216.1
1980;1.980.624;8;; 212.0
1980;1.980.708;9;; 211.5
1980;1.980.791;10;; 211.9
1980;1.980.874;11;; 209.1
1980;1.980.958;12;; 202.8
1981;1.981.042;1;; 199.6
1981;1.981.123;2;; 202.2
1981;1.981.204;3;; 205.4
1981;1.981.288;4;; 205.7
1981;1.981.371;5;; 204.1
1981;1.981.455;6;; 200.9
1981;1.981.538;7;; 198.5
1981;1.981.623;8;; 199.9
1981;1.981.707;9;; 202.7
1981;1.981.790;10;; 201.4
1981;1.981.874;11;; 196.0
1981;1.981.958;12;; 194.1
1982;1.982.042;1;; 192.7
1982;1.982.123;2;; 186.6
1982;1.982.204;3;; 180.0
1982;1.982.288;4;; 173.4
1982;1.982.371;5;; 167.5
1982;1.982.455;6;; 164.0
1982;1.982.538;7;; 161.5
1982;1.982.623;8;; 153.5
1982;1.982.707;9;; 141.4
1982;1.982.790;10;; 133.3
1982;1.982.874;11;; 131.3
1982;1.982.958;12;; 130.5
1983;1.983.042;1;; 127.9
1983;1.983.123;2;; 123.9
1983;1.983.204;3;; 117.1
1983;1.983.288;4;; 110.5
1983;1.983.371;5;; 104.5
1983;1.983.455;6;;  95.9
1983;1.983.538;7;;  89.1
1983;1.983.623;8;;  88.9
1983;1.983.707;9;;  91.7
1983;1.983.790;10;;  92.0
1983;1.983.874;11;;  89.7
1983;1.983.958;12;;  85.5
1984;1.984.042;1;;  80.5
1984;1.984.124;2;;  75.8
1984;1.984.206;3;;  71.2
1984;1.984.290;4;;  66.8
1984;1.984.373;5;;  63.5
1984;1.984.456;6;;  61.7
1984;1.984.540;7;;  58.3
1984;1.984.624;8;;  52.2
1984;1.984.708;9;;  44.3
1984;1.984.791;10;;  37.2
1984;1.984.874;11;;  31.6
1984;1.984.958;12;;  27.4
1985;1.985.042;1;;  25.2
1985;1.985.123;2;;  23.5
1985;1.985.204;3;;  21.7
1985;1.985.288;4;;  21.3
1985;1.985.371;5;;  21.4
1985;1.985.455;6;;  20.8
1985;1.985.538;7;;  19.9
1985;1.985.623;8;;  19.6
1985;1.985.707;9;;  19.8
1985;1.985.790;10;;  19.7
1985;1.985.874;11;;  19.1
1985;1.985.958;12;;  17.3
1986;1.986.042;1;;  15.2
1986;1.986.123;2;;  14.3
1986;1.986.204;3;;  14.3
1986;1.986.288;4;;  15.1
1986;1.986.371;5;;  15.8
1986;1.986.455;6;;  15.2
1986;1.986.538;7;;  15.1
1986;1.986.623;8;;  14.4
1986;1.986.707;9;;  13.5
1986;1.986.790;10;;  14.7
1986;1.986.874;11;;  16.6
1986;1.986.958;12;;  18.3
1987;1.987.042;1;;  19.9
1987;1.987.123;2;;  22.3
1987;1.987.204;3;;  25.5
1987;1.987.288;4;;  28.0
1987;1.987.371;5;;  30.3
1987;1.987.455;6;;  32.7
1987;1.987.538;7;;  36.2
1987;1.987.623;8;;  40.5
1987;1.987.707;9;;  45.3
1987;1.987.790;10;;  51.0
1987;1.987.874;11;;  55.1
1987;1.987.958;12;;  60.9
1988;1.988.042;1;;  69.2
1988;1.988.124;2;;  76.9
1988;1.988.206;3;;  84.9
1988;1.988.290;4;;  93.0
1988;1.988.373;5;; 101.4
1988;1.988.456;6;; 114.3
1988;1.988.540;7;; 128.5
1988;1.988.624;8;; 141.1
1988;1.988.708;9;; 151.2
1988;1.988.791;10;; 156.9
1988;1.988.874;11;; 164.4
1988;1.988.958;12;; 176.1
1989;1.989.042;1;; 184.8
1989;1.989.123;2;; 190.7
1989;1.989.204;3;; 198.0
1989;1.989.288;4;; 203.8
1989;1.989.371;5;; 209.5
1989;1.989.455;6;; 212.1
1989;1.989.538;7;; 212.0
1989;1.989.623;8;; 211.1
1989;1.989.707;9;; 210.5
1989;1.989.790;10;; 212.4
1989;1.989.874;11;; 212.5
1989;1.989.958;12;; 206.2
1990;1.990.042;1;; 201.2
1990;1.990.123;2;; 202.4
1990;1.990.204;3;; 200.9
1990;1.990.288;4;; 198.1
1990;1.990.371;5;; 195.1
1990;1.990.455;6;; 192.0
1990;1.990.538;7;; 190.1
1990;1.990.623;8;; 191.6
1990;1.990.707;9;; 194.6
1990;1.990.790;10;; 195.2
1990;1.990.874;11;; 195.2
1990;1.990.958;12;; 197.8
1991;1.991.042;1;; 202.8
1991;1.991.123;2;; 204.4
1991;1.991.204;3;; 203.9
1991;1.991.288;4;; 203.8
1991;1.991.371;5;; 202.9
1991;1.991.455;6;; 202.8
1991;1.991.538;7;; 203.5
1991;1.991.623;8;; 203.3
1991;1.991.707;9;; 200.9
1991;1.991.790;10;; 196.7
1991;1.991.874;11;; 191.4
1991;1.991.958;12;; 183.1
1992;1.992.042;1;; 172.6
1992;1.992.124;2;; 161.1
1992;1.992.206;3;; 151.8
1992;1.992.290;4;; 146.0
1992;1.992.373;5;; 142.1
1992;1.992.456;6;; 137.1
1992;1.992.540;7;; 128.5
1992;1.992.624;8;; 119.3
1992;1.992.708;9;; 113.0
1992;1.992.791;10;; 109.0
1992;1.992.874;11;; 106.3
1992;1.992.958;12;; 104.5
1993;1.993.042;1;; 101.9
1993;1.993.123;2;;  99.3
1993;1.993.204;3;;  95.4
1993;1.993.288;4;;  90.2
1993;1.993.371;5;;  84.2
1993;1.993.455;6;;  78.6
1993;1.993.538;7;;  76.5
1993;1.993.623;8;;  73.6
1993;1.993.707;9;;  68.3
1993;1.993.790;10;;  63.2
1993;1.993.874;11;;  58.4
1993;1.993.958;12;;  55.1
1994;1.994.042;1;;  52.6
1994;1.994.123;2;;  50.2
1994;1.994.204;3;;  49.4
1994;1.994.288;4;;  49.6
1994;1.994.371;5;;  48.7
1994;1.994.455;6;;  46.4
1994;1.994.538;7;;  42.7
1994;1.994.623;8;;  40.1
1994;1.994.707;9;;  39.7
1994;1.994.790;10;;  39.4
1994;1.994.874;11;;  38.7
1994;1.994.958;12;;  37.6
1995;1.995.042;1;;  35.6
1995;1.995.123;2;;  33.7
1995;1.995.204;3;;  32.0
1995;1.995.288;4;;  29.4
1995;1.995.371;5;;  27.3
1995;1.995.455;6;;  25.9
1995;1.995.538;7;;  24.4
1995;1.995.623;8;;  22.0
1995;1.995.707;9;;  19.0
1995;1.995.790;10;;  17.0
1995;1.995.874;11;;  15.9
1995;1.995.958;12;;  15.1
1996;1.996.042;1;;  14.5
1996;1.996.124;2;;  14.2
1996;1.996.206;3;;  13.7
1996;1.996.290;4;;  12.0
1996;1.996.373;5;;  11.2
1996;1.996.456;6;;  11.6
1996;1.996.540;7;;  11.3
1996;1.996.624;8;;  11.2
1996;1.996.708;9;;  11.3
1996;1.996.791;10;;  12.0
1996;1.996.874;11;;  13.4
1996;1.996.958;12;;  14.3
1997;1.997.042;1;;  14.5
1997;1.997.123;2;;  15.2
1997;1.997.204;3;;  18.3
1997;1.997.288;4;;  22.0
1997;1.997.371;5;;  24.4
1997;1.997.455;6;;  27.2
1997;1.997.538;7;;  30.4
1997;1.997.623;8;;  33.6
1997;1.997.707;9;;  38.2
1997;1.997.790;10;;  43.1
1997;1.997.874;11;;  47.1
1997;1.997.958;12;;  52.0
1998;1.998.042;1;;  58.4
1998;1.998.123;2;;  65.4
1998;1.998.204;3;;  72.0
1998;1.998.288;4;;  76.9
1998;1.998.371;5;;  80.8
1998;1.998.455;6;;  85.4
1998;1.998.538;7;;  89.8
1998;1.998.623;8;;  93.5
1998;1.998.707;9;;  96.4
1998;1.998.790;10;;  98.2
1998;1.998.874;11;; 102.3
1998;1.998.958;12;; 110.4
1999;1.999.042;1;; 118.4
1999;1.999.123;2;; 122.5
1999;1.999.204;3;; 122.3
1999;1.999.288;4;; 125.0
1999;1.999.371;5;; 132.6
1999;1.999.455;6;; 136.3
1999;1.999.538;7;; 138.1
1999;1.999.623;8;; 142.9
1999;1.999.707;9;; 150.5
1999;1.999.790;10;; 159.3
1999;1.999.874;11;; 164.1
1999;1.999.958;12;; 164.0
2000;2.000.042;1;; 166.1
2000;2.000.124;2;; 170.6
2000;2.000.206;3;; 174.3
2000;2.000.290;4;; 175.2
2000;2.000.373;5;; 172.9
2000;2.000.456;6;; 172.7
2000;2.000.540;7;; 174.2
2000;2.000.624;8;; 172.8
2000;2.000.708;9;; 168.8
2000;2.000.791;10;; 165.3
2000;2.000.874;11;; 163.1
2000;2.000.958;12;; 162.7
2001;2.001.042;1;; 158.3
2001;2.001.123;2;; 152.5
2001;2.001.204;3;; 155.1
2001;2.001.288;4;; 160.7
2001;2.001.371;5;; 163.7
2001;2.001.455;6;; 167.4
2001;2.001.538;7;; 172.0
2001;2.001.623;8;; 175.8
2001;2.001.707;9;; 177.1
2001;2.001.790;10;; 177.3
2001;2.001.874;11;; 180.3
2001;2.001.958;12;; 179.1
2002;2.002.042;1;; 177.6
2002;2.002.123;2;; 179.7
2002;2.002.204;3;; 178.2
2002;2.002.288;4;; 174.4
2002;2.002.371;5;; 171.3
2002;2.002.455;6;; 166.9
2002;2.002.538;7;; 161.5
2002;2.002.623;8;; 155.4
2002;2.002.707;9;; 149.5
2002;2.002.790;10;; 143.9
2002;2.002.874;11;; 136.0
2002;2.002.958;12;; 131.4
2003;2.003.042;1;; 129.6
2003;2.003.123;2;; 125.7
2003;2.003.204;3;; 118.7
2003;2.003.288;4;; 111.9
2003;2.003.371;5;; 107.0
2003;2.003.455;6;; 101.7
2003;2.003.538;7;;  96.0
2003;2.003.623;8;;  92.9
2003;2.003.707;9;;  91.8
2003;2.003.790;10;;  89.1
2003;2.003.874;11;;  86.9
2003;2.003.958;12;;  84.1
2004;2.004.042;1;;  80.1
2004;2.004.124;2;;  76.4
2004;2.004.206;3;;  73.2
2004;2.004.290;4;;  71.0
2004;2.004.373;5;;  69.5
2004;2.004.456;6;;  67.1
2004;2.004.540;7;;  64.8
2004;2.004.624;8;;  63.0
2004;2.004.708;9;;  60.2
2004;2.004.791;10;;  57.9
2004;2.004.874;11;;  56.6
2004;2.004.958;12;;  55.7
2005;2.005.042;1;;  54.5
2005;2.005.123;2;;  53.2
2005;2.005.204;3;;  52.3
2005;2.005.288;4;;  49.3
2005;2.005.371;5;;  45.0
2005;2.005.455;6;;  44.5
2005;2.005.538;7;;  44.6
2005;2.005.623;8;;  41.9
2005;2.005.707;9;;  39.4
2005;2.005.790;10;;  38.9
2005;2.005.874;11;;  38.4
2005;2.005.958;12;;  36.0
2006;2.006.042;1;;  33.0
2006;2.006.123;2;;  29.7
2006;2.006.204;3;;  27.4
2006;2.006.288;4;;  27.0
2006;2.006.371;5;;  27.4
2006;2.006.455;6;;  26.2
2006;2.006.538;7;;  25.0
2006;2.006.623;8;;  25.9
2006;2.006.707;9;;  26.0
2006;2.006.790;10;;  23.7
2006;2.006.874;11;;  21.1
2006;2.006.958;12;;  20.2
2007;2.007.042;1;;  19.8
2007;2.007.123;2;;  19.0
2007;2.007.204;3;;  17.7
2007;2.007.288;4;;  16.4
2007;2.007.371;5;;  14.4
2007;2.007.455;6;;  12.8
2007;2.007.538;7;;  11.6
2007;2.007.623;8;;   9.9
2007;2.007.707;9;;   9.6
2007;2.007.790;10;;   9.9
2007;2.007.874;11;;   9.2
2007;2.007.958;12;;   7.9
2008;2.008.042;1;;   6.6
2008;2.008.124;2;;   5.6
2008;2.008.206;3;;   5.1
2008;2.008.290;4;;   5.1
2008;2.008.373;5;;   5.4
2008;2.008.456;6;;   4.8
2008;2.008.540;7;;   4.0
2008;2.008.624;8;;   3.8
2008;2.008.708;9;;   3.2
2008;2.008.791;10;;   2.4
2008;2.008.874;11;;   2.3
2008;2.008.958;12;;   2.2
2009;2.009.042;1;;   2.5
2009;2.009.123;2;;   2.7
2009;2.009.204;3;;   2.9
2009;2.009.288;4;;   3.3
2009;2.009.371;5;;   3.5
2009;2.009.455;6;;   4.1
2009;2.009.538;7;;   5.5
2009;2.009.623;8;;   7.4
2009;2.009.707;9;;   9.5
2009;2.009.790;10;;  10.9
2009;2.009.874;11;;  11.7
2009;2.009.958;12;;  12.7
2010;2.010.042;1;;  14.0
2010;2.010.123;2;;  16.1
2010;2.010.204;3;;  18.5
2010;2.010.288;4;;  20.8
2010;2.010.371;5;;  23.1
2010;2.010.455;6;;  24.6
2010;2.010.538;7;;  25.2
2010;2.010.623;8;;  26.4
2010;2.010.707;9;;  29.5
2010;2.010.790;10;;  34.5
2010;2.010.874;11;;  39.1
2010;2.010.958;12;;  42.5
2011;2.011.042;1;;  45.7
2011;2.011.123;2;;  48.8
2011;2.011.204;3;;  53.8
2011;2.011.288;4;;  61.1
2011;2.011.371;5;;  69.3
2011;2.011.455;6;;  77.2
2011;2.011.538;7;;  83.6
2011;2.011.623;8;;  86.3
2011;2.011.707;9;;  86.6
2011;2.011.790;10;;  87.4
2011;2.011.874;11;;  89.4
2011;2.011.958;12;;  92.5
2012;2.012.042;1;;  95.5
2012;2.012.124;2;;  98.1
2012;2.012.206;3;;  98.3
2012;2.012.290;4;;  95.1
2012;2.012.373;5;;  90.9
2012;2.012.456;6;;  86.6
2012;2.012.540;7;;  84.5
2012;2.012.624;8;;  85.1
2012;2.012.708;9;;  85.3
2012;2.012.791;10;;  85.8
2012;2.012.874;11;;  87.7
2012;2.012.958;12;;  88.1
2013;2.013.042;1;;  86.8
2013;2.013.123;2;;  86.1
2013;2.013.204;3;;  84.4
2013;2.013.288;4;;  84.3
2013;2.013.371;5;;  87.0
2013;2.013.455;6;;  90.9
2013;2.013.538;7;;  94.6
2013;2.013.623;8;;  99.0
2013;2.013.707;9;; 104.6
2013;2.013.790;10;; 107.0
2013;2.013.874;11;; 106.9
2013;2.013.958;12;; 107.6
2014;2.014.042;1;; 109.3
2014;2.014.123;2;; 110.5
2014;2.014.204;3;; 114.3
2014;2.014.288;4;; 116.4
2014;2.014.371;5;; 115.0
2014;2.014.455;6;; 114.1
2014;2.014.538;7;; 112.6
2014;2.014.623;8;; 108.3
2014;2.014.707;9;; 101.9
2014;2.014.790;10;;  97.3
2014;2.014.874;11;;  94.7
2014;2.014.958;12;;  92.2
2015;2.015.042;1;;  89.3
2015;2.015.123;2;;  86.1
2015;2.015.204;3;;  82.1
2015;2.015.288;4;;  78.9
2015;2.015.371;5;;  76.1
2015;2.015.455;6;;  72.1
2015;2.015.538;7;;  68.3
2015;2.015.623;8;;  66.4
2015;2.015.707;9;;  65.9
2015;2.015.790;10;;  64.3
2015;2.015.874;11;;  61.2
2015;2.015.958;12;;  57.8
2016;2.016.042;1;;  54.4
2016;2.016.124;2;;  52.5
2016;2.016.206;3;;  50.4
2016;2.016.288;4;;  47.8
2016;2.016.373;5;;  44.8
2016;2.016.455;6;;  41.5
2016;2.016.540;7;;  38.5
2016;2.016.624;8;;  36.0
2016;2.016.706;9;;  33.2
2016;2.016.791;10;;  31.5
2016;2.016.873;11;;  29.9
2016;2.016.958;12;;  28.5
2017;2.017.042;1;;  27.8
2017;2.017.122;2;;  26.5
2017;2.017.204;3;;  25.7
2017;2.017.286;4;;  24.8
2017;2.017.371;5;;  23.3
2017;2.017.453;6;;  22.2
2017;2.017.538;7;;  21.0
2017;2.017.623;8;;  19.6
2017;2.017.705;9;;  18.3
2017;2.017.790;10;;  16.7
2017;2.017.873;11;;  15.4
2017;2.017.958;12;;  15.1
2018;2.018.042;1;;  14.2
2018;2.018.122;2;;  12.6
2018;2.018.204;3;;   9.9
2018;2.018.286;4;;   7.8
2018;2.018.371;5;;   7.5
2018;2.018.453;6;;   7.2
2018;2.018.538;7;;   7.0
2018;2.018.623;8;;   6.7
2018;2.018.705;9;;   6.5
2018;2.018.790;10;;   6.8
2018;2.018.873;11;;   6.7
2018;2.018.958;12;;   6.0
2019;2.019.042;1;;   5.4
2019;2.019.122;2;;   5.0
2019;2.019.204;3;;   4.6
2019;2.019.286;4;;   4.3
2019;2.019.371;5;;   3.9
2019;2.019.453;6;;   3.7
2019;2.019.538;7;;   3.5
2019;2.019.623;8;;   3.4
2019;2.019.705;9;;   3.1
2019;2.019.790;10;;   2.6
2019;2.019.873;11;;   2.0
2019;2.019.958;12;;   1.8
2020;2.020.042;1;;   2.2
2020;2.020.124;2;;   2.7
2020;2.020.206;3;;   3.0
2020;2.020.288;4;;   3.6
2020;2.020.373;5;;   5.6
2020;2.020.455;6;;   7.9
2020;2.020.540;7;;   9.0
2020;2.020.624;8;;   9.5
2020;2.020.706;9;;  10.5
2020;2.020.791;10;;  11.9
2020;2.020.873;11;;  13.6
2020;2.020.958;12;;  15.3
2021;2.021.042;1;;  17.3
2021;2.021.122;2;;  19.0
2021;2.021.204;3;;  21.7
2021;2.021.286;4;;  24.8
2021;2.021.371;5;;  25.8
2021;2.021.453;6;;  27.6
2021;2.021.538;7;;  31.4
2021;2.021.623;8;;  35.4
2021;2.021.705;9;;  40.2
2021;2.021.790;10;;  45.2
2021;2.021.873;11;;  50.8
2021;2.021.958;12;;  55.9
2022;2.022.042;1;;  60.1
2022;2.022.122;2;;  64.7
2022;2.022.204;3;;  68.7
2022;2.022.286;4;;  73.0
2022;2.022.371;5;;  77.4
2022;2.022.453;6;;  81.1
2022;2.022.538;7;;  86.7
2022;2.022.623;8;;  92.6
2022;2.022.705;9;;  96.5
2022;2.022.790;10;;  98.9
2022;2.022.873;11;; 101.2
2022;2.022.958;12;; 106.7
2023;2.023.042;1;; 113.3
2023;2.023.122;2;; 117.8
